image,illumination,geometry,glossiness,refsharp,contgloss,metallicness,lightness,anisotropy
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-dark-red-paint].jpg,9,7,1,1,1,1,2,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-dark-specular-fabric].jpg,9,7,1,1,2,1,3,2
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-delrin].jpg,9,7,2,1,1,1,2,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-fruitwood-241].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-gold-metallic-paint2].jpg,9,7,3,2,3,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-gold-metallic-paint3].jpg,9,7,7,5,5,5,5,4
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-gold-metallic-paint].jpg,9,7,5,3,5,3,3,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-gold-paint].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-gray-plastic].jpg,9,7,3,2.5,2.5,1,3,1.5
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-grease-covered-steel].jpg,9,7,6,3,3,7,4,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-green-acrylic].jpg,9,7,3,2,2,2,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-green-fabric].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-green-latex].jpg,9,7,1,1,1,1,2,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-green-metallic-paint2].jpg,9,7,6,1,1,1,1,3
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-green-metallic-paint].jpg,9,7,2,3,2,2,2,3
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-green-plastic].jpg,9,7,5,3,2,1,5,3
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-hematite].jpg,9,7,6,6,6,6,4,2
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-ipswich-pine-221].jpg,9,7,1,1,1,1,1,3
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-light-brown-fabric].jpg,9,7,1,1,1,1,1,7
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-light-red-paint].jpg,9,7,1,1,1,1,2,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-maroon-plastic].jpg,9,7,4,2,1,2,2,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-natural-209].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-neoprene-rubber].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-nickel].jpg,9,7,7,7,7,7,7,6
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-nylon].jpg,9,7,2,2,1,1,2,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-orange-paint].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-pearl-paint].jpg,9,7,5,4,1,3,6,5
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-pickled-oak-260].jpg,9,7,1,1,1,1,2,2
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-pink-fabric2].jpg,9,7,1,1,1,1,4,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-pink-fabric].jpg,9,7,1,1,1,1,2,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-pink-felt].jpg,9,7,1,1,1,1,2,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-pink-jasper].jpg,9,7,5,2,3,2,2,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-pink-plastic].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-polyethylene].jpg,9,7,1,1,1,1,4,3
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-polyurethane-foam].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-pure-rubber].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-purple-paint].jpg,9,7,4,3,3,2,3,4
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-pvc].jpg,9,7,2,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-red-fabric2].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-red-fabric].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-red-metallic-paint].jpg,9,7,4.5,1,1,5.5,2,4
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-red-phenolic].jpg,9,7,6,5,3,1,1,2
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-red-plastic].jpg,9,7,1,1,1,1,2,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-red-specular-plastic].jpg,9,7,5,2,4,3,4,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-silicon-nitrade].jpg,9,7,5.5,1,3,4,2,2.5
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-silver-metallic-paint2].jpg,9,7,2,1,2,2,2,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-silver-metallic-paint].jpg,9,7,5,3,4,5,5,3
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-silver-paint].jpg,9,7,4,2,2,3,2,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-special-walnut-224].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-specular-black-phenolic].jpg,9,7,6,5,5,2.5,2,2
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-specular-blue-phenolic].jpg,9,7,5,3,3,3,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-specular-green-phenolic].jpg,9,7,2,1,1,1,1,3
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-specular-maroon-phenolic].jpg,9,7,6.5,4,3,2,4,5.5
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-specular-orange-phenolic].jpg,9,7,4,3,3,3,3,3
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-specular-red-phenolic].jpg,9,7,5,3,3,3,3,2
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-specular-violet-phenolic].jpg,9,7,4,3.5,3.5,3,3,4
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-specular-white-phenolic].jpg,9,7,7,4,1,1,4,3
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-specular-yellow-phenolic].jpg,9,7,5,4,4,2,2,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-ss440].jpg,9,7,6,2,4,5,6,5
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-steel].jpg,9,7,7,5,5,7,4,5
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-teflon].jpg,9,7,1,1,1,1,2,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-tungsten-carbide].jpg,9,7,7,7,7,7,4,2
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-two-layer-gold].jpg,9,7,4,4,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-two-layer-silver].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-violet-acrylic].jpg,9,7,2,2,2,3,2,2
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-violet-rubber].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-white-acrylic].jpg,9,7,4,2,1,1,4,3
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-white-diffuse-bball].jpg,9,7,1,1,1,1,2,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-white-fabric2].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-white-fabric].jpg,9,7,1,1,1,1,2,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-white-marble].jpg,9,7,2,2,2,1,2,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-white-paint].jpg,9,7,2.5,2,2,1,3.5,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-yellow-matte-plastic].jpg,9,7,2,1,1,1,2,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-yellow-paint].jpg,9,7,1,1,1,1,2,4
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-yellow-phenolic].jpg,9,7,1.5,1,1,1,2,2
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL-yellow-plastic].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_grease-covered-steel_spec_hue_0_sat_0_spec_0].jpg,9,7,5,5,5,5,5,5
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_grease-covered-steel_spec_hue_0_sat_0_spec_2].jpg,9,7,7,3,4,5,4,4
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_grease-covered-steel_spec_hue_0_sat_1_spec_0].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_grease-covered-steel_spec_hue_0_sat_1_spec_1].jpg,9,7,7,7,2,1,6,7
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_grease-covered-steel_spec_hue_1_sat_0_spec_1].jpg,9,7,7,6,6,6,3,5
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_grease-covered-steel_spec_hue_1_sat_0_spec_2].jpg,9,7,4,3,2,1,3,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_grease-covered-steel_spec_hue_1_sat_1_spec_0].jpg,9,7,6,3,3,2,4,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_grease-covered-steel_spec_hue_2_sat_0_spec_0].jpg,9,7,6,5,5,4,5,2
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_grease-covered-steel_spec_hue_2_sat_0_spec_1].jpg,9,7,5,5,3,1,5,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_grease-covered-steel_spec_hue_2_sat_0_spec_2].jpg,9,7,6,5,6,6,5,4
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_grease-covered-steel_spec_hue_2_sat_1_spec_0].jpg,9,7,5,2,5,4,5,5
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_grease-covered-steel_spec_hue_2_sat_1_spec_1].jpg,9,7,6,1,1,1,2,4
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_grease-covered-steel_spec_hue_2_sat_1_spec_2].jpg,9,7,7,5,5,7,6,4
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_natural-209_spec_hue_0_sat_0_spec_0].jpg,9,7,1,2,2,2,2,3
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_natural-209_spec_hue_0_sat_0_spec_1].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_natural-209_spec_hue_0_sat_0_spec_2].jpg,9,7,1,1,2,1,3,2
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_natural-209_spec_hue_0_sat_1_spec_0].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_natural-209_spec_hue_0_sat_1_spec_1].jpg,9,7,2,1,1,1,3,2
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_natural-209_spec_hue_0_sat_1_spec_2].jpg,9,7,2,1,1,1,2,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_natural-209_spec_hue_1_sat_0_spec_0].jpg,9,7,1,1,1,1,7,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_natural-209_spec_hue_1_sat_0_spec_1].jpg,9,7,1,1,1,1,2,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_natural-209_spec_hue_1_sat_0_spec_2].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_natural-209_spec_hue_1_sat_1_spec_1].jpg,9,7,1,1,1,1,4.5,2
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_natural-209_spec_hue_1_sat_1_spec_2].jpg,9,7,3,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_natural-209_spec_hue_2_sat_0_spec_0].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_natural-209_spec_hue_2_sat_0_spec_1].jpg,9,7,2,1,1,1,4,4
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_natural-209_spec_hue_2_sat_1_spec_1].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_natural-209_spec_hue_2_sat_1_spec_2].jpg,9,7,1,2,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nickel_spec_hue_0_sat_0_spec_0].jpg,9,7,7,4,2,5,4,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nickel_spec_hue_0_sat_0_spec_1].jpg,9,7,5,5,5,5,5,5
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nickel_spec_hue_0_sat_1_spec_1].jpg,9,7,7,5,6,5,7,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nickel_spec_hue_0_sat_1_spec_2].jpg,9,7,4,1,1,4,4,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nickel_spec_hue_1_sat_0_spec_0].jpg,9,7,6,6,3,6,4,6
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nickel_spec_hue_1_sat_0_spec_1].jpg,9,7,3,1,3,3,3,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nickel_spec_hue_1_sat_1_spec_1].jpg,9,7,7,7,5,7,7,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nickel_spec_hue_2_sat_0_spec_1].jpg,9,7,7,7,6,7,5,7
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nickel_spec_hue_2_sat_0_spec_2].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nickel_spec_hue_2_sat_1_spec_1].jpg,9,7,5,3,3,4,7,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nickel_spec_hue_2_sat_1_spec_2].jpg,9,7,6,4,5,4,5,4
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nylon_spec_hue_0_sat_0_spec_1].jpg,9,7,5,4,3,2,3,5
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nylon_spec_hue_0_sat_1_spec_0].jpg,9,7,4,1,2,2,3,2
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nylon_spec_hue_1_sat_0_spec_0].jpg,9,7,2,2,2,2,2,3
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nylon_spec_hue_1_sat_0_spec_1].jpg,9,7,1,1,2,1,2,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nylon_spec_hue_1_sat_0_spec_2].jpg,9,7,2,1,1,1,4,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nylon_spec_hue_1_sat_1_spec_1].jpg,9,7,3.5,2.5,1,1,2,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nylon_spec_hue_2_sat_0_spec_1].jpg,9,7,4,2,3,3,3,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nylon_spec_hue_2_sat_0_spec_2].jpg,9,7,1,2,1,1,2,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nylon_spec_hue_2_sat_1_spec_0].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_nylon_spec_hue_2_sat_1_spec_2].jpg,9,7,6,5,1,1,3,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_0_sat_0_spec_0].jpg,9,7,1,1,1,1,3,2
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_0_sat_0_spec_1].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_0_sat_0_spec_2].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_0_sat_1_spec_0].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_0_sat_1_spec_1].jpg,9,7,1,2,1,2,6,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_0_sat_1_spec_2].jpg,9,7,1,1,1,1,3,3
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_1_sat_0_spec_0].jpg,9,7,1,1,1,1,1,3.5
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_1_sat_0_spec_1].jpg,9,7,1.5,1.5,1,2,3,1.5
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_1_sat_0_spec_2].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_1_sat_1_spec_1].jpg,9,7,1,1,1,1,2,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_2_sat_0_spec_0].jpg,9,7,2,1,1,2,3,3
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_2_sat_0_spec_1].jpg,9,7,1,1,1,1,2,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_2_sat_0_spec_2].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_2_sat_1_spec_0].jpg,9,7,1,2,1,1,2,2
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_2_sat_1_spec_1].jpg,9,7,1,1,1,1,2.5,1.5
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_pink-plastic_spec_hue_2_sat_1_spec_2].jpg,9,7,1,1,1,1,5,5
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_0_sat_0_spec_0].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_0_sat_0_spec_1].jpg,9,7,1,1,1,1,4,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_0_sat_0_spec_2].jpg,9,7,1,1,1,1,2,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_0_sat_1_spec_0].jpg,9,7,1,1,1,1,3,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_0_sat_1_spec_2].jpg,9,7,1,1,1,1,4,2
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_1_sat_0_spec_0].jpg,9,7,1,1,1,1,2,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_1_sat_0_spec_2].jpg,9,7,2,1,1,1,4,4
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_1_sat_1_spec_0].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_1_sat_1_spec_1].jpg,9,7,1,1,1,1,2,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_2_sat_0_spec_0].jpg,9,7,1,1,1,1,1,2
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_2_sat_0_spec_1].jpg,9,7,1,1,2,1,6,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_2_sat_0_spec_2].jpg,9,7,1,1,1,1,2,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_2_sat_1_spec_0].jpg,9,7,1,1,1,1,3,2
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_2_sat_1_spec_1].jpg,9,7,1,1,1,1,1,2
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_3_black_spec_0].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_3_black_spec_1].jpg,9,7,1,1,1,1,2,2
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_polyethylene_spec_hue_3_black_spec_2].jpg,9,7,1,1,2,2,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_red-plastic_spec_hue_0_sat_0_spec_2].jpg,9,7,2,1,1,1,2,2
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_red-plastic_spec_hue_0_sat_1_spec_0].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_red-plastic_spec_hue_0_sat_1_spec_1].jpg,9,7,1,1,1,1,4,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_red-plastic_spec_hue_0_sat_1_spec_2].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_red-plastic_spec_hue_1_sat_0_spec_0].jpg,9,7,1,1,1,1,5,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_red-plastic_spec_hue_1_sat_1_spec_0].jpg,9,7,1,1,1,1,1,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_red-plastic_spec_hue_1_sat_1_spec_2].jpg,9,7,2,2,2,1,3,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_red-plastic_spec_hue_2_sat_0_spec_0].jpg,9,7,2,1,1,2,3,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_red-plastic_spec_hue_2_sat_0_spec_1].jpg,9,7,1,1,1,1,3,1
[3_3_ninomaru_teien_2k_shift_200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_red-plastic_spec_hue_2_sat_0_spec_2].jpg,9,7,2,1,1,1,1,1
